Class,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17
sadness,blackout,citi,never,good,,,,,,,,,,,,,
sadness,miss,rich,,,,,,,,,,,,,,,
sadness,headach,centuri,come,feel,fuck,,,,,,,,,,,,
sadness,disappoint,know,get,silver,award,want,gold,award,hate,second,best,,,,,,
sadness,well,,,,,,,,,,,,,,,,
sadness,signific,unhappi,hate,affect,everyth,relationship,peopl,person,attitud,,,,,,,,
sadness,tire,,,,,,,,,,,,,,,,
sadness,wish,,,,,,,,,,,,,,,,
sadness,want,listen,,,,,,,,,,,,,,,
sadness,miss,see,firefli,,,,,,,,,,,,,,
sadness,awesom,time,sleep,tomorrow,back,job,get,game,face,,,,,,,,
sadness,want,go,back,,,,,,,,,,,,,,
sadness,bout,watch,notori,caus,wish,eat,someth,surgeri,tomorrow,food,,,,,,,
sadness,go,miss,miss,,,,,,,,,,,,,,
sadness,sink,hospit,toilet,signific,low,crotch,suit,spatter,water,time,,,,,,,
sadness,sad,leav,beauti,apart,,,,,,,,,,,,,
sadness,kind,lone,nobodi,answer,phone,,,,,,,,,,,,
sadness,rest,peac,go,never,forget,week,loud,air,ya,,,,,,,,
sadness,bad,week,thing,realli,happen,three,,,,,,,,,,,
sadness,sadli,tweet,tonight,sorri,,,,,,,,,,,,,
sadness,cant,sleep,sleep,last,night,,,,,,,,,,,,
sadness,stay,away,home,part,good,wireless,fuck,,,,,,,,,,
sadness,never,accept,friend,request,,,,,,,,,,,,,
sadness,dad,loud,get,caus,someon,bush,,,,,,,,,,,
sadness,cant,talk,well,rememb,someth,say,good,thing,fuck,bulli,nasti,piec,work,,,,
sadness,get,home,downtown,dead,kinda,weather,get,get,work,tomorrow,,,,,,,
sadness,yesterday,friend,mine,throw,hors,lorri,drive,past,ignor,signal,slow,,,,,,
sadness,readi,go,work,bother,,,,,,,,,,,,,
sadness,hate,work,night,co,realli,abl,enjoy,gorgeou,weather,asleep,,,,,,,
sadness,realli,stop,reli,famili,say,go,get,lunch,,,,,,,,,
sadness,chang,hairstyl,good,suppos,wealth,much,money,hate,hairdress,,,,,,,,
sadness,tire,summer,alreadi,,,,,,,,,,,,,,
sadness,feel,realli,sick,,,,,,,,,,,,,,
sadness,song,make,want,cri,,,,,,,,,,,,,
sadness,sibl,leav,alon,bore,,,,,,,,,,,,,
sadness,bu,almost,hour,late,crappi,alarm,clock,,,,,,,,,,
sadness,wish,grandmoth,take,,,,,,,,,,,,,,
sadness,bum,get,see,sell,spent,night,buy,show,lame,,,,,,,,
sadness,well,that,day,watch,panther,tonight,saint,finger,cross,caus,team,play,round,,,,
sadness,get,home,signific,sad,,,,,,,,,,,,,
sadness,excit,blow,candl,today,kid,,,,,,,,,,,,
sadness,sigh,alway,signific,sad,watch,seri,final,green,wing,leav,watch,,,,,,
sadness,get,daili,question,wrong,,,,,,,,,,,,,
sadness,back,big,island,say,signific,bad,see,ocean,sad,,,,,,,,
sadness,sunni,morn,big,lawn,mow,mile,run,attempt,,,,,,,,,
sadness,poor,tank,friend,guild,fuck,promis,main,topic,bare,even,get,go,,,,,
sadness,god,piss,alway,enter,comp,never,win,sore,loser,,,,,,,,
sadness,time,bed,wish,someon,lay,next,,,,,,,,,,,
sadness,today,go,normal,day,hope,group,pilot,larg,airlin,come,last,night,signific,much,drink,,
sadness,oh,god,sore,shoulder,,,,,,,,,,,,,
sadness,get,tonight,anywher,stream,pay,miss,favorit,judg,sleep,,,,,,,,
sadness,feel,sick,wan,get,bed,bother,go,work,turn,light,pull,shade,type,sick,,,
sadness,close,librari,due,great,weather,ac,work,,,,,,,,,,
sadness,time,hous,chore,,,,,,,,,,,,,,
sadness,get,readi,school,read,go,set,practic,cri,caus,,,,,,,,
sadness,miss,crazi,cant,wait,till,back,,,,,,,,,,,
sadness,good,day,twist,ankl,mile,run,,,,,,,,,,,
sadness,chang,hairstyl,good,suppos,think,much,money,hate,hairdress,,,,,,,,
sadness,um,close,eye,song,alway,make,cri,mom,go,anyway,,,,,,,
sadness,awok,complet,freak,frantic,frenzi,go,long,night,,,,,,,,,
sadness,drink,realli,nice,coffe,get,go,dentist,morn,,,,,,,,,
sadness,signific,bore,bare,even,tweet,noth,talk,,,,,,,,,,
sadness,head,kill,keep,sneez,think,boyfriend,fell,asleep,,,,,,,,,
sadness,rough,night,,,,,,,,,,,,,,,
sadness,tire,climb,bed,fall,asleep,hope,weekend,fun,coupl,week,leav,,,,,,
sadness,bad,day,get,bad,,,,,,,,,,,,,
sadness,recess,,,,,,,,,,,,,,,,
sadness,know,shame,,,,,,,,,,,,,,,
sadness,tomorrow,end,stay,bad,she,laud,fun,miss,home,spike,car,laugh,loud,,,,
sadness,fell,asleep,wait,ride,,,,,,,,,,,,,
sadness,today,feel,bad,,,,,,,,,,,,,,
sadness,complex,follow,shrink,want,make,,,,,,,,,,,,
sadness,underpaid,realli,need,well,,,,,,,,,,,,,
sadness,disappoint,realli,suck,get,use,,,,,,,,,,,,
sadness,season,lie,seriou,damn,come,wait,,,,,,,,,,,
sadness,mean,take,test,pleas,pleas,,,,,,,,,,,,
sadness,birthday,,,,,,,,,,,,,,,,
sadness,work,tire,want,go,bed,,,,,,,,,,,,
sadness,holi,shit,super,sunni,tube,wish,park,,,,,,,,,,
sadness,ugh,talk,someon,realli,bore,,,,,,,,,,,,
sadness,sleep,street,celebr,noth,new,wish,huge,blanket,,,,,,,,,
sadness,split,headach,,,,,,,,,,,,,,,
sadness,oh,god,period,cramp,signific,much,pain,,,,,,,,,,
sadness,use,comput,feel,differ,mine,touch,differ,,,,,,,,,,
sadness,bum,miss,rock,climb,trip,next,week,,,,,,,,,,
sadness,stick,shitti,traffic,day,go,crap,,,,,,,,,,,
sadness,sick,stomach,headach,wish,someon,come,rub,templ,,,,,,,,,
sadness,good,start,day,leav,money,home,signific,hot,day,look,free,,,,,,
sadness,heavili,medic,sleep,,,,,,,,,,,,,,
sadness,fuck,rememb,late,shift,today,signific,work,hour,wast,lay,opportun,,,,,,
sadness,love,babi,hurt,hurt,want,watch,night,right,,,,,,,,,
sadness,earli,,,,,,,,,,,,,,,,
sadness,comput,kill,combo,mirror,edg,realli,poor,thermal,manag,sad,game,,,,,,
sadness,tummi,hurt,go,away,cramp,hate,,,,,,,,,,,
sadness,lose,voic,tortur,,,,,,,,,,,,,,
sadness,pretti,cold,outsid,today,get,exam,,,,,,,,,,,
sadness,week,push,produc,pack,produc,noth,pain,,,,,,,,,,
sadness,ooh,feel,signific,sleepi,wan,go,school,,,,,,,,,,
sadness,wrong,button,music,biz,build,,,,,,,,,,,,
sadness,flu,swinish,flu,,,,,,,,,,,,,,
sadness,realli,annoy,work,appear,block,,,,,,,,,,,,
sadness,well,technic,anyway,realli,dang,work,morn,,,,,,,,,,
sadness,bro,,,,,,,,,,,,,,,,
sadness,feel,great,today,,,,,,,,,,,,,,
sadness,hate,feel,get,listen,song,complet,remind,thing,use,get,emot,,,,,,
sadness,ever,come,someth,remind,person,complet,break,heart,caus,,,,,,,,
sadness,get,phone,jealou,,,,,,,,,,,,,,
sadness,parti,wipe,dead,stuff,,,,,,,,,,,,,
sadness,lone,need,compani,,,,,,,,,,,,,,
sadness,hate,continu,get,sick,whenev,exam,,,,,,,,,,,
sadness,stupid,weather,,,,,,,,,,,,,,,
sadness,cant,girl,what,,,,,,,,,,,,,,
sadness,good,morn,beauti,today,shame,go,spend,day,unpaid,taxi,driver,,,,,,
sadness,big,signific,greedi,need,fast,download,cap,,,,,,,,,,
sadness,appar,misplac,,,,,,,,,,,,,,,
sadness,disappoint,sleep,,,,,,,,,,,,,,,
sadness,caus,sick,day,hospit,alon,blow,,,,,,,,,,,
sadness,serious,heartbroken,,,,,,,,,,,,,,,
sadness,ouch,epic,bruis,toe,lump,ankl,bad,time,,,,,,,,,
sadness,epic,moment,delet,file,spent,hour,build,set,favorit,food,wrong,,,,,,
sadness,head,home,realli,do,bang,head,way,bu,,,,,,,,,
sadness,also,hit,chin,someth,fell,hurt,ugh,work,suck,,,,,,,,
sadness,work,weekend,fun,time,,,,,,,,,,,,,
sadness,first,time,go,home,earli,suck,singl,one,call,,,,,,,,
sadness,disappoint,make,serv,abl,enjoy,stomach,full,wish,compani,help,,,,,,,
sadness,take,get,bore,,,,,,,,,,,,,,
sadness,wast,live,,,,,,,,,,,,,,,
sadness,stupid,stomach,pain,today,out,stomach,fail,,,,,,,,,,
sadness,imposs,,,,,,,,,,,,,,,,
sadness,boo,season,final,,,,,,,,,,,,,,
sadness,like,friend,hurt,love,friend,feel,tri,sleep,realli,tri,give,,,,,,
sadness,go,post,offic,tri,sort,whole,hacker,thing,,,,,,,,,
sadness,bacon,fail,lack,chef,,,,,,,,,,,,,
sadness,okay,possibl,still,drink,goodby,suck,,,,,,,,,,,
sadness,wan,go,,,,,,,,,,,,,,,
sadness,overwhelm,final,catch,cousin,see,year,ah,memori,miss,,,,,,,,
sadness,sf,felt,way,intens,tonight,hope,keep,upset,hang,pearl,,,,,,,
sadness,signific,mani,farewel,parti,sad,see,peopl,leav,,,,,,,,,
sadness,sleepi,feel,weather,damn,tonsil,need,compani,somebodi,talk,,,,,,,,
sadness,feel,signific,bore,miss,school,time,,,,,,,,,,,
sadness,cant,sleep,miss,long,,,,,,,,,,,,,
sadness,mom,signific,far,miss,,,,,,,,,,,,,
sadness,aw,hiccup,today,fall,asleep,,,,,,,,,,,,
sadness,use,twitter,quit,life,,,,,,,,,,,,,
sadness,list,old,music,go,miss,,,,,,,,,,,,
sadness,wake,go,back,sleep,best,friend,forev,call,sound,import,hour,ago,,,,,
sadness,truss,fail,,,,,,,,,,,,,,,
sadness,trend,topic,twitter,use,use,middl,schooler,pass,around,note,caus,class,bore,,,,
sadness,bore,meet,attend,,,,,,,,,,,,,,
sadness,damn,miss,hope,,,,,,,,,,,,,,
sadness,torn,get,extend,warranti,mine,run,jailbreak,alreadi,get,problem,batteri,,,,,,
sadness,night,night,week,go,stupid,dog,train,class,,,,,,,,,
sadness,damn,turn,alarm,signific,wake,,,,,,,,,,,,
sadness,miss,want,drink,chocol,milk,,,,,,,,,,,,
sadness,ill,hate,see,doc,,,,,,,,,,,,,
sadness,approach,weekend,quit,quickli,signific,much,work,leav,,,,,,,,,
sadness,sad,give,first,noth,,,,,,,,,,,,,
sadness,disturb,sell,babi,tiger,meet,exot,pet,greedi,bastard,,,,,,,,
sadness,signific,naughti,cant,even,take,dog,sit,watch,proper,dog,owner,life,ever,,,,
sadness,also,anyon,els,today,awak,alreadi,,,,,,,,,,,
sadness,glad,get,clear,know,hat,,,,,,,,,,,,
sadness,cold,still,cant,find,,,,,,,,,,,,,
sadness,mom,leav,,,,,,,,,,,,,,,
sadness,need,retail,therapi,bad,money,,,,,,,,,,,,
sadness,cant,sleep,signific,tire,goodnight,mayb,,,,,,,,,,,
sadness,fortun,make,depress,damn,love,,,,,,,,,,,,
sadness,watch,jimmi,delet,social,network,profil,jimmi,time,,,,,,,,,
sadness,desper,wish,sleep,frazzl,sleep,realli,bad,tonight,kiss,,,,,,,,
sadness,allow,calcul,exam,contain,lath,imposs,comput,head,,,,,,,,,
sadness,hour,sleep,mild,hangov,careless,loss,brand,new,pouch,,,,,,,,
sadness,wee,laddi,signific,upset,hour,tri,sooth,bed,nurs,etc,nope,real,food,blue,clue,,
sadness,ugh,id,well,get,work,,,,,,,,,,,,
sadness,everyth,workout,plan,,,,,,,,,,,,,,
sadness,want,see,stori,acorn,tonight,glen,beck,miss,,,,,,,,,
sadness,arriv,play,co,go,stupid,work,,,,,,,,,,,
sadness,go,bed,sexi,time,,,,,,,,,,,,,
sadness,sometim,pillow,sometim,,,,,,,,,,,,,,
sadness,miss,best,night,whole,entir,fuck,life,rather,live,night,win,,,,,,
sadness,damn,fail,assassin,attempt,,,,,,,,,,,,,
sadness,still,awak,suck,,,,,,,,,,,,,,
sadness,headach,cold,,,,,,,,,,,,,,,
sadness,headach,kill,yet,need,cover,bore,polic,event,,,,,,,,,
sadness,lose,car,truli,depress,pregnant,peopl,never,stress,,,,,,,,,
sadness,sad,movi,ever,never,cri,movi,movi,cri,,,,,,,,,
sadness,look,forward,see,fan,year,scalper,take,sell,moron,,,,,,,,
sadness,signific,mad,go,miss,tomorrow,take,day,fli,,,,,,,,,
sadness,wave,present,impress,nice,realli,,,,,,,,,,,,
sadness,fix,heel,fell,wear,,,,,,,,,,,,,
sadness,go,entertain,request,reduc,ship,cost,use,regist,post,instead,courier,,,,,,
sadness,go,miss,longer,roomi,start,tomorrow,,,,,,,,,,,
sadness,dread,work,tomorrow,wish,day,,,,,,,,,,,,
sadness,tire,anxiou,,,,,,,,,,,,,,,
sadness,alon,,,,,,,,,,,,,,,,
sadness,headach,,,,,,,,,,,,,,,,
sadness,begin,get,way,hard,pleas,friend,,,,,,,,,,,
sadness,mood,,,,,,,,,,,,,,,,
sadness,feel,realli,realli,bad,sorri,,,,,,,,,,,,
sadness,enjoy,nice,coupl,dad,brother,bad,never,realli,see,anymor,,,,,,,
sadness,get,finish,watch,cri,fuck,babi,miss,beast,crazi,,,,,,,,
sadness,phone,pass,away,yesterday,jump,tabl,search,new,phone,,,,,,,,
sadness,oh,god,twitter,feed,take,geeki,stuff,signific,funni,wish,understood,,,,,,
sadness,nobodi,love,twitter,,,,,,,,,,,,,,
sadness,ever,realiz,never,fulli,everyth,want,,,,,,,,,,,
sadness,gut,invit,tomorrow,night,miss,final,wonder,wheel,outsid,,,,,,,,
sadness,suppos,great,weather,today,tomorrow,luck,stick,work,day,,,,,,,,
sadness,lose,friend,alon,sleepi,wan,go,home,,,,,,,,,,
sadness,get,joke,,,,,,,,,,,,,,,
sadness,also,realli,miss,think,throw,,,,,,,,,,,,
sadness,realli,miss,gimp,damn,confus,,,,,,,,,,,,
sadness,last,get,bore,previou,,,,,,,,,,,,,
sadness,hungri,,,,,,,,,,,,,,,,
sadness,wed,make,cri,inner,desir,etern,happi,start,rest,life,,,,,,,
sadness,go,bed,tire,,,,,,,,,,,,,,
sadness,man,start,rain,real,hard,,,,,,,,,,,,
sadness,write,lyric,new,song,excit,slept,full,stomach,bad,feel,wake,still,feel,full,,,
sadness,sick,year,god,suck,signific,bad,sick,end,includ,full,restroom,cleanup,,,,,
sadness,wish,get,least,day,row,day,enough,rest,day,day,day,day,ugh,,,,
sadness,guess,talk,magic,noth,magic,,,,,,,,,,,,
sadness,never,think,fall,love,caus,signific,much,pain,good,thing,signific,phase,,,,,
sadness,good,drank,lick,hot,girl,foot,bad,remind,never,get,girl,ever,,,,,
sadness,hour,sleep,last,night,want,crawl,ball,somewher,sleep,hour,work,till,,,,,
sadness,love,day,sky,clear,bird,sing,stick,offic,window,hour,,,,,,,
sadness,noth,get,bad,think,id,verg,kill,someon,els,thing,good,anymor,,,,,
sadness,today,weigh,lose,pound,week,depress,,,,,,,,,,,
sadness,damn,get,chili,bean,shirt,hate,messi,eater,ladi,,,,,,,,
sadness,signific,sad,belov,boy,wait,everyday,,,,,,,,,,,
sadness,sleep,tire,draw,,,,,,,,,,,,,,
sadness,time,chat,sorri,girl,miss,new,lawnmow,yeah,today,highlight,tomorrow,,,,,,
sadness,wait,come,home,miss,bad,parent,take,,,,,,,,,,
sadness,sad,sad,sad,think,come,signific,look,forward,famili,miss,alon,,,,,,
sadness,town,uncl,come,miss,tempt,ask,go,back,baton,roug,stay,side,,,,,
sadness,day,pain,,,,,,,,,,,,,,,
sadness,miss,micro,,,,,,,,,,,,,,,
sadness,dad,trip,live,also,big,target,bummer,pizza,hut,chicken,pizza,,,,,,
sadness,last,night,bottl,wine,hous,cocktail,come,home,sober,still,sick,,,,,,
sadness,weather,back,great,shame,wait,deliveri,,,,,,,,,,,
sadness,hate,nowher,stuff,,,,,,,,,,,,,,
sadness,sick,tire,peopl,steal,peopl,work,,,,,,,,,,,
sadness,back,work,warm,today,,,,,,,,,,,,,
sadness,go,athlet,carniv,today,tire,tire,hurt,back,jump,second,time,high,jump,,,,
sadness,miss,daddi,,,,,,,,,,,,,,,
sadness,think,someth,leg,,,,,,,,,,,,,,
sadness,day,end,nice,begin,,,,,,,,,,,,,
sadness,alreadi,offic,peopl,melt,fight,air,con,fan,help,find,budget,,,,,,
sadness,hot,sit,offic,wan,sun,,,,,,,,,,,,
sadness,cri,oh,god,feed,pain,,,,,,,,,,,,
sadness,way,earli,today,work,later,,,,,,,,,,,,
sadness,realli,tire,much,time,sleep,,,,,,,,,,,,
sadness,sad,day,love,year,ago,,,,,,,,,,,,
sadness,go,get,full,night,sleep,tonight,signific,arm,get,good,fun,forc,use,left,hand,,
sadness,evil,grin,signific,busi,work,today,get,anyth,do,,,,,,,,
sadness,fell,stair,danc,sword,fell,bum,hurt,,,,,,,,,,
sadness,book,today,well,bother,work,weather,good,,,,,,,,,,
sadness,get,bore,sit,hotel,room,entir,day,,,,,,,,,,
sadness,believ,peel,half,day,sunshin,,,,,,,,,,,,
sadness,wish,concept,time,right,adjust,well,,,,,,,,,,,
sadness,feel,pretti,today,,,,,,,,,,,,,,
sadness,wan,go,beach,studi,,,,,,,,,,,,,
sadness,bad,fever,sore,throat,trip,see,littl,bro,fever,sore,throat,,,,,,
sadness,brighter,note,still,work,work,peopl,problem,oh,man,signific,eat,pizza,tonight,,,,
sadness,crazi,night,lose,key,walk,home,miss,call,sad,,,,,,,,
sadness,miss,,,,,,,,,,,,,,,,
sadness,yummi,food,listen,let,go,sad,song,,,,,,,,,,
sadness,crash,browser,,,,,,,,,,,,,,,
sadness,mind,play,trick,way,mind,heavi,sleepi,,,,,,,,,,
sadness,love,realli,sever,women,,,,,,,,,,,,,
sadness,fuck,break,miss,last,show,great,need,hit,someon,come,,,,,,,
sadness,guess,bedtim,goodnight,twitter,bed,signific,big,empti,,,,,,,,,
sadness,car,break,time,start,look,get,thing,,,,,,,,,,
sadness,assist,watch,notebook,miss,,,,,,,,,,,,,
sadness,offici,twilight,saga,end,sigh,life,empti,,,,,,,,,,
sadness,ill,paracetamol,nice,weather,today,,,,,,,,,,,,
sadness,wow,seriou,hard,time,sleep,decongest,keep,wide,awak,sleep,,,,,,,
sadness,time,month,spend,time,broken,time,sigh,great,weekend,weather,,,,,,,
sadness,go,miss,coupl,month,tour,,,,,,,,,,,,
sadness,write,word,,,,,,,,,,,,,,,
sadness,low,low,low,low,low,low,low,low,low,,,,,,,,
sadness,slowli,burn,get,work,hour,ago,realli,suck,,,,,,,,,
sadness,knee,surgeri,back,home,week,,,,,,,,,,,,
sadness,room,hot,sleep,,,,,,,,,,,,,,
sadness,way,sleepi,awak,,,,,,,,,,,,,,
sadness,headach,,,,,,,,,,,,,,,,
sadness,guitar,lesson,tomorrow,wake,earli,,,,,,,,,,,,
sadness,last,day,last,session,gym,last,breakfast,last,meet,come,,,,,,,
sadness,signific,dizzi,alreadi,third,page,chapter,plop,head,,,,,,,,,
sadness,sleepi,home,yet,,,,,,,,,,,,,,
sadness,signific,tire,right,get,signific,earli,,,,,,,,,,,
sadness,headach,,,,,,,,,,,,,,,,
sadness,figur,quot,signific,wildli,optimist,stuff,scienc,fiction,bit,,,,,,,,
sadness,clear,intellectu,sever,relationship,best,yet,heart,seem,complet,disagr,hurt,signific,signific,much,,,
sadness,felt,crap,behav,son,ate,compens,pig,home,roast,sugar,almond,pain,tum,throw,still,feel,sick
sadness,right,signific,right,wait,realli,make,feel,nauseatingli,sad,,,,,,,,
sadness,readi,weekend,even,lucki,person,get,work,day,row,till,get,,,,,,
sadness,school,signific,bore,,,,,,,,,,,,,,
sadness,sleep,someon,awak,scar,crap,,,,,,,,,,,,
sadness,beauti,day,work,leav,signific,get,sun,,,,,,,,,,
sadness,get,new,high,speed,machin,stuff,late,technolog,develop,offic,crash,,,,,,
sadness,leav,morn,month,spend,live,probabl,year,till,see,,,,,,,,
sadness,sleep,good,wake,ago,get,sick,feel,signific,great,wan,go,back,sleep,wide,awak,,
sadness,happi,day,everyon,oh,miss,,,,,,,,,,,,
sadness,signific,hungri,noth,eat,,,,,,,,,,,,,
sadness,ooh,channel,rebellion,episod,man,feel,signific,sad,becom,like,,,,,,,
sadness,get,bulli,help,,,,,,,,,,,,,,
sadness,dam,finish,watch,prison,break,final,break,oh,god,think,cri,signific,hard,show,final,understand,final
sadness,far,know,littl,sad,longer,avail,salsa,wed,night,bummer,go,wed,night,,,,
sadness,enjoy,sun,heavi,heart,weekend,spend,time,man,love,doubl,gut,,,,,,
sadness,headach,want,go,think,mayb,know,,,,,,,,,,,
sadness,sit,alon,quiet,hous,,,,,,,,,,,,,
sadness,get,readi,skill,wait,fail,final,honor,class,,,,,,,,,
sadness,sick,sad,cold,,,,,,,,,,,,,,
sadness,beauti,day,today,shame,stick,offic,blind,shut,stop,glare,,,,,,,
sadness,alway,one,time,alway,late,wan,sleep,miss,mere,,,,,,,,
sadness,never,finish,look,signific,enjoy,piti,teetot,week,,,,,,,,,
sadness,wide,awak,grouchi,fuck,,,,,,,,,,,,,
sadness,keep,cough,gut,,,,,,,,,,,,,,
sadness,home,alon,one,leav,gummi,bear,,,,,,,,,,,
sadness,agre,work,gorgeou,day,,,,,,,,,,,,,
sadness,wish,spend,money,last,night,,,,,,,,,,,,
sadness,feel,well,feel,throw,throat,hurt,realli,bad,sad,day,,,,,,,
sadness,make,dentist,appoint,feel,sick,nervou,alreadi,howev,codein,friend,sigh,,,,,,
sadness,work,appar,sun,shin,valid,excus,stay,home,,,,,,,,,
sadness,live,ignor,,,,,,,,,,,,,,,
sadness,make,work,get,,,,,,,,,,,,,,
sadness,nice,day,today,stuck,indoor,revis,week,,,,,,,,,,
sadness,love,weather,weekend,shame,back,work,tomorrow,,,,,,,,,,
sadness,big,headach,,,,,,,,,,,,,,,
sadness,awe,get,go,mom,command,sleep,alreadi,,,,,,,,,,
sadness,desktop,look,nice,region,,,,,,,,,,,,,
sadness,knew,confess,use,phone,look,answer,pub,quiz,shame,,,,,,,,
sadness,roll,bed,past,hour,still,unabl,sleep,,,,,,,,,,
sadness,bad,dream,cant,go,sleep,,,,,,,,,,,,
sadness,sleep,nearbi,,,,,,,,,,,,,,,
sadness,last,day,st,spend,west,sand,pack,,,,,,,,,,
sadness,earli,wan,go,back,sleep,,,,,,,,,,,,
sadness,believ,,,,,,,,,,,,,,,,
sadness,ac,fan,swing,way,sweat,hot,humid,day,,,,,,,,,
sadness,late,power,twitter,updat,pant,link,,,,,,,,,,,
sadness,tire,tire,tire,sleep,well,last,night,think,much,much,glad,almost,weekend,,,,
sadness,catch,ate,fli,know,swallow,fli,guess,die,,,,,,,,,
sadness,head,hurt,,,,,,,,,,,,,,,
sadness,final,delet,number,phone,contact,,,,,,,,,,,,
sadness,oblig,vampir,keep,twitter,back,tri,updat,much,possibl,lose,donor,,,,,,
sadness,dream,go,fest,,,,,,,,,,,,,,
sadness,total,confus,bore,life,chang,,,,,,,,,,,,
sadness,wait,someon,week,nearli,month,,,,,,,,,,,,
sadness,wish,sleep,night,good,morn,,,,,,,,,,,,
sadness,want,transfer,trip,pictur,comp,signific,upload,web,multimedia,rs,,,,,,,
sadness,worthless,person,love,love,way,,,,,,,,,,,,
sadness,funer,,,,,,,,,,,,,,,,
sadness,signific,gutter,rubi,get,elimin,support,local,hosanna,well,win,,,,,,,
sadness,miss,especi,mous,laptop,touch,pad,horribl,,,,,,,,,,
sadness,twitter,second,day,run,studi,leav,car,piec,,,,,,,,,
sadness,day,go,think,write,song,still,think,imposs,get,TRUE,friend,,,,,,
sadness,get,bed,,,,,,,,,,,,,,,
sadness,rain,get,signific,big,weather,signific,cold,right,,,,,,,,,
sadness,tonight,bad,night,,,,,,,,,,,,,,
sadness,wait,see,later,feel,best,,,,,,,,,,,,
sadness,get,kiss,album,wrong,color,,,,,,,,,,,,
sadness,rip,robin,park,librari,,,,,,,,,,,,,
sadness,school,go,absolut,horribl,today,peac,,,,,,,,,,,
sadness,drive,work,run,late,alway,time,,,,,,,,,,,
sadness,dog,get,hit,car,front,hous,,,,,,,,,,,
sadness,today,start,well,,,,,,,,,,,,,,
sadness,work,still,sick,,,,,,,,,,,,,,
sadness,forget,much,miss,tribe,limit,access,talk,spotti,countri,signific,long,,,,,,
sadness,last,high,school,year,,,,,,,,,,,,,
sadness,sick,today,,,,,,,,,,,,,,,
sadness,go,last,theater,lunch,cri,,,,,,,,,,,,
sadness,write,bore,part,paper,sun,shin,feel,work,howev,,,,,,,,
sadness,wow,tomorrow,never,see,peopl,kind,sad,,,,,,,,,,
sadness,he,back,oh,noe,miss,work,insan,band,realli,take,signific,moment,,,,,
sadness,never,get,,,,,,,,,,,,,,,
sadness,stick,offic,till,signific,warm,,,,,,,,,,,,
sadness,oop,spend,much,alreadi,laugh,loud,quid,go,,,,,,,,,
sadness,recess,hit,quit,compani,shame,,,,,,,,,,,,
sadness,real,boy,feel,sad,librari,ladi,think,stupid,stupid,,,,,,,,
sadness,poss,miss,,,,,,,,,,,,,,,
sadness,sad,right,lose,mobil,phone,earphon,feel,littl,incomplet,feel,,,,,,,
sadness,hour,id,point,even,see,let,alon,stand,shit,feel,,,,,,,
sadness,reli,mobil,lack,recept,tri,help,look,silli,,,,,,,,,
sadness,grow,fat,today,signific,saw,full,hous,check,red,great,econom,downturn,,,,,
sadness,locat,close,damn,good,thing,move,damn,,,,,,,,,,
sadness,get,go,go,circu,real,circu,tour,sadli,,,,,,,,,
sadness,pleasur,sorri,hear,pollen,thing,,,,,,,,,,,,
sadness,oh,foot,hurt,minut,take,,,,,,,,,,,,
sadness,anticip,meet,appar,wont,pass,head,straight,,,,,,,,,,
sadness,parent,decid,drop,tour,whole,famili,hous,work,,,,,,,,,
sadness,sadli,bit,disappoint,tri,later,see,chang,mind,,,,,,,,,
sadness,cant,hear,anyth,left,ear,,,,,,,,,,,,
sadness,work,oh,first,day,monthli,visitor,,,,,,,,,,,
sadness,day,work,forward,hate,,,,,,,,,,,,,
sadness,sick,kid,trump,advanc,plan,bummer,,,,,,,,,,,
sadness,signific,charg,hour,,,,,,,,,,,,,,
sadness,noth,let,stay,quiet,togeth,cri,,,,,,,,,,,
sadness,signific,tire,,,,,,,,,,,,,,,
sadness,hour,fifteen,minut,day,pack,spree,ugh,work,,,,,,,,,
sadness,well,way,start,day,,,,,,,,,,,,,
sadness,back,watch,night,museum,rate,,,,,,,,,,,,
sadness,bring,connector,camera,trip,save,new,photo,wait,week,,,,,,,,
sadness,signific,sad,,,,,,,,,,,,,,,
sadness,spend,half,day,troubleshoot,someth,even,control,cluster,alway,mean,high,avail,,,,,
sadness,headach,nobodi,keep,compani,want,,,,,,,,,,,,
sadness,think,cri,sell,civic,longer,mine,,,,,,,,,,,
sadness,hate,cant,sleep,,,,,,,,,,,,,,
sadness,sadli,colleagu,work,parti,,,,,,,,,,,,,
sadness,wish,move,depress,miss,sunni,,,,,,,,,,,,
sadness,get,work,work,night,shift,hospit,hr,day,start,get,,,,,,,
sadness,realli,wish,let,go,let,fight,tire,feel,shit,,,,,,,,
sadness,hope,day,suck,,,,,,,,,,,,,,
sadness,get,month,ex,seem,date,spark,anymor,still,love,loser,leav,,,,,,
sadness,get,swing,thing,miss,someon,,,,,,,,,,,,
sadness,none,work,phone,hate,,,,,,,,,,,,,
sadness,sigh,miss,day,,,,,,,,,,,,,,
sadness,tast,cigarett,butt,miss,sonic,card,,,,,,,,,,,
sadness,upset,left,phone,home,,,,,,,,,,,,,
sadness,get,job,stuff,magazin,dammit,amaz,oh,well,,,,,,,,,
sadness,go,terribl,idea,know,reason,do,quarter,pop,,,,,,,,,
sadness,exhaust,,,,,,,,,,,,,,,,
sadness,depress,,,,,,,,,,,,,,,,
sadness,work,miser,day,,,,,,,,,,,,,,
sadness,feel,failur,morn,,,,,,,,,,,,,,
